HARGA;LT;LB;JKT;JKM;Kota;
850000000;139;130;3;2;Bogor;
650000000;90;100;2;2;Bogor;
1300000000;150;62;2;1;Bogor;
2150000000;216;110;2;4;Bogor;
3500000000;323;500;4;4;Bogor;
1300000000;117;160;5;3;Bogor;
1250000000;144;105;3;2;Bogor;
700000000;137;40;2;1;Bogor;
4500000000;358;250;3;2;Bogor;
8500000000;350;620;8;6;Bogor;
1900000000;126;102;3;2;Bogor;
3900000000;329;275;3;4;Bogor;
4500000000;663;300;4;3;Bogor;
11500000000;518;515;4;5;Bogor;
18000000000;450;800;6;5;Bogor;
1350000000;94;96;3;2;Bogor;
2500000000;180;300;4;4;Bogor;
30000000000;2786;1500;5;5;Bogor;
4500000000;575;200;3;2;Bogor;
7000000000;360;400;4;4;Bogor;
1300000000;150;62;2;1;Bogor;
945000000;90;70;3;1;Bogor;
1000000000;150;63;2;1;Bogor;
1250000000;84;89;3;2;Bogor;
1650000000;84;89;3;2;Bogor;
1150000000;90;150;3;2;Bogor;
6500000000;313;360;4;5;Bogor;
30000000000;2786;1500;5;5;Bogor;
2300000000;299;125;3;2;Bogor;
2300000000;299;125;3;2;Bogor;
2750000000;220;221;4;3;Bogor;
2400000000;183;145;3;3;Bogor;
1200000000;120;240;4;4;Bogor;
945000000;90;70;3;1;Bogor;
1650000000;84;89;3;2;Bogor;
1250000000;84;89;3;2;Bogor;
1150000000;90;150;3;2;Bogor;
1300000000;150;62;2;1;Bogor;
1250000000;144;88;3;2;Bogor;
11000000000;543;495;4;4;Bogor;
5000000000;396;299;4;3;Bogor;
5000000000;396;299;4;3;Bogor;
3500000000;321;500;4;4;Bogor;
6500000000;313;360;4;5;Bogor;
4500000000;575;200;3;2;Bogor;
7000000000;340;400;4;4;Bogor;
1000000000;150;63;2;1;Bogor;
11500000000;518;515;4;5;Bogor;
8500000000;483;500;5;6;Bogor;
2500000000;180;300;4;4;Bogor;
750000000;105;60;2;2;Bogor;
5000000000;396;299;4;3;Bogor;
1250000000;84;89;3;2;Bogor;
3500000000;321;500;4;4;Bogor;
1650000000;84;89;3;2;Bogor;
1150000000;90;150;3;2;Bogor;
945000000;90;70;3;1;Bogor;
945000000;90;70;3;1;Bogor;
1650000000;84;89;3;2;Bogor;
11500000000;518;515;4;5;Bogor;
6500000000;313;360;4;5;Bogor;
7000000000;340;400;4;4;Bogor;
4500000000;575;200;3;2;Bogor;
1150000000;90;150;3;2;Bogor;
1250000000;84;89;3;2;Bogor;
3500000000;321;500;4;4;Bogor;
1000000000;150;63;2;1;Bogor;
3500000000;321;500;4;4;Bogor;
5000000000;396;299;4;3;Bogor;
6000000000;526;400;4;4;Bogor;
2300000000;299;125;3;2;Bogor;
11000000000;543;495;4;4;Bogor;
6000000000;526;400;4;4;Bogor;
9500000000;108;62;2;1;Bogor;
5000000000;396;299;4;3;Bogor;
1250000000;144;88;3;3;Bogor;
2300000000;299;125;3;2;Bogor;
550000000;84;60;2;2;Bogor;
3900000000;329;299;3;4;Bogor;
5500000000;498;400;4;4;Bogor;
5000000000;330;362;3;3;Bogor;
1500000000;141;141;5;3;Bogor;
7000000000;375;450;4;3;Bogor;
4500000000;334;350;4;2;Bogor;
575000000;81;65;3;2;Bogor;
825000000;90;65;2;2;Bogor;
3700000000;127;200;3;3;Bogor;
900000000;90;90;2;1;Bogor;
2500000000;180;300;4;4;Bogor;
945000000;90;70;3;1;Bogor;
3700000000;127;200;3;3;Bogor;
1500000000;141;141;5;3;Bogor;
7000000000;375;450;4;3;Bogor;
4500000000;334;350;4;2;Bogor;
575000000;81;65;3;2;Bogor;
825000000;90;65;2;2;Bogor;
945000000;90;70;3;1;Bogor;
900000000;90;90;2;1;Bogor;
2500000000;180;300;4;4;Bogor;
1150000000;90;150;3;2;Bogor;
945000000;90;70;3;1;Bogor;
1650000000;84;89;3;2;Bogor;
1250000000;84;89;3;2;Bogor;
3500000000;321;500;4;4;Bogor;
3170000000;404;200;3;3;Bogor;
3160000000;404;200;3;3;Bogor;
3150000000;404;200;3;3;Bogor;
945000000;90;70;3;1;Bogor;
3500000000;323;500;4;4;Bogor;
775000000;105;44;2;1;Bogor;
7000000000;375;450;4;3;Bogor;
5000000000;330;362;3;3;Bogor;
5000000000;498;400;4;4;Bogor;
1100000000;90;60;1;1;Bogor;
11000000000;543;495;4;4;Bogor;
6000000000;526;400;4;4;Bogor;
2300000000;299;125;3;2;Bogor;
1250000000;144;88;3;2;Bogor;
4500000000;334;350;4;2;Bogor;
950000000;108;50;2;1;Bogor;
5000000000;396;299;4;3;Bogor;
1000000000;150;63;2;1;Bogor;
3500000000;323;500;4;4;Bogor;
1650000000;84;89;3;2;Bogor;
945000000;90;70;3;1;Bogor;
1150000000;90;150;3;2;Bogor;
4500000000;575;200;3;2;Bogor;
7500000000;340;400;4;3;Bogor;
7000000000;313;360;4;5;Bogor;
11500000000;518;515;4;5;Bogor;
7000000000;313;360;4;5;Bogor;
11500000000;518;515;4;5;Bogor;
7500000000;340;400;4;4;Bogor;
2900000000;266;400;4;3;Bogor;
11500000000;518;515;4;5;Bogor;
2900000000;315;150;3;3;Bogor;
3500000000;323;500;4;4;Bogor;
11500000000;518;515;4;5;Bogor;
4500000000;334;350;4;2;Bogor;
775000000;105;44;2;1;Bogor;
5000000000;498;300;3;2;Bogor;
4500000000;345;200;3;3;Bogor;
1650000000;84;89;3;2;Bogor;
1250000000;140;88;3;2;Bogor;
1800000000;224;90;2;1;Bogor;
1150000000;90;150;3;2;Bogor;
570000000;72;45;2;1;Bogor;
2300000000;133;185;3;2;Bogor;
600000000;72;54;3;2;Bogor;
16500000000;2916;400;;8;Bogor;
3500000000;242;188;2;2;Bogor;
1900000000;224;100;2;2;Bogor;
3250000000;301;250;5;4;Bogor;
3500000000;323;200;2;3;Bogor;
2300000000;133;185;3;3;Bogor;
2500000000;202;370;3;2;Bogor;
5300000000;300;500;4;2;Bogor;
2750000000;220;221;4;3;Bogor;
14500000000;886;500;4;4;Bogor;
15500000000;1118;600;5;4;Bogor;
22000000000;1050;1000;5;5;Bogor;
15500000000;1156;500;3;3;Bogor;
5500000000;312;300;4;4;Bogor;
2100000000;120;105;3;3;Bogor;
1600000000;180;120;2;1;Bogor;
1700000000;108;160;3;3;Bogor;
800000000;120;120;3;3;Bogor;
5500000000;313;250;4;4;Bogor;
2750000000;220;221;4;3;Bogor;
5500000000;313;250;4;4;Bogor;
2750000000;220;221;4;3;Bogor;
3800000000;287;250;3;3;Bogor;
1800000000;12;130;3;2;Bogor;
19500000000;1610;500;5;5;Bogor;
1100000000;90;120;4;3;Bogor;
1150000000;90;150;3;2;Bogor;
725000000;120;150;5;4;Bogor;
3800000000;287;250;4;3;Bogor;
16500000000;2916;400;;8;Bogor;
15500000000;1156;500;3;3;Bogor;
29000000000;1250;700;4;4;Bogor;
14500000000;886;500;4;4;Bogor;
7900000000;630;600;5;3;Bogor;
1650000000;232;120;3;1;Bogor;
2500000000;315;200;3;2;Bogor;
1100000000;90;60;2;2;Bogor;
1600000000;248;100;2;1;Bogor;
1350000000;108;100;3;2;Bogor;
3000000000;328;160;3;2;Bogor;
850000000;90;65;2;2;Bogor;
1350000000;211;53;2;1;Bogor;
1150000000;78;100;3;3;Bogor;
3950000000;328;250;4;3;Bogor;
5300000000;481;250;4;4;Bogor;
3850000000;224;220;4;3;Bogor;
4100000000;488;250;4;3;Bogor;
3500000000;323;220;2;3;Bogor;
3200000000;406;250;3;3;Bogor;
800000000;120;120;3;3;Bogor;
14500000000;866;500;4;4;Bogor;
8500000000;309;600;5;5;Bogor;
3800000000;315;250;4;4;Bogor;
15500000000;1153;500;3;4;Bogor;
1700000000;171;120;3;3;Bogor;
4500000000;234;240;4;3;Bogor;
1300000000;176;120;3;2;Bogor;
2750000000;220;221;4;3;Bogor;
2750000000;220;221;4;3;Bogor;
2750000000;220;221;4;3;Bogor;
2750000000;220;221;4;3;Bogor;
2750000000;220;221;4;3;Bogor;
2750000000;220;221;4;3;Bogor;
585000000;90;60;2;2;Bogor;
2300000000;228;200;3;3;Bogor;
2500000000;230;200;3;3;Bogor;
4400000000;234;200;4;4;Bogor;
1800000000;120;100;3;3;Bogor;
675000000;108;53;2;1;Bogor;
14500000000;2200;700;4;4;Bogor;
2300000000;216;180;4;3;Bogor;
4700000000;300;250;4;4;Bogor;
1600000000;180;100;2;1;Bogor;
14500000000;866;400;4;4;Bogor;
5500000000;313;250;4;4;Bogor;
5500000000;313;250;4;4;Bogor;
1700000000;120;120;3;3;Bogor;
4350000000;600;250;4;3;Bogor;
2900000000;315;250;4;3;Bogor;
3500000000;323;250;2;3;Bogor;
4700000000;300;250;4;4;Bogor;
1700000000;108;160;3;3;Bogor;
19500000000;1610;400;5;5;Bogor;
800000000;120;100;3;3;Bogor;
20000000000;1250;250;2;3;Bogor;
1150000000;90;120;3;2;Bogor;
16500000000;2916;400;;8;Bogor;
3200000000;403;145;3;2;Bogor;
15000000000;1023;401;5;4;Bogor;
3800000000;287;250;4;3;Bogor;
15000000000;1023;401;5;4;Bogor;
3800000000;287;250;4;3;Bogor;
4900000000;664;300;4;3;Bogor;
15500000000;1156;500;3;3;Bogor;
14500000000;886;500;4;4;Bogor;
2850000000;323;200;3;2;Bogor;
15500000000;1118;600;6;6;Bogor;
2500000000;120;235;5;5;Bogor;
3500000000;323;300;3;4;Bogor;
585000000;60;120;2;2;Bogor;
1900000000;379;250;4;3;Bogor;
6300000000;710;612;5;4;Bogor;
3500000000;300;250;2;3;Bogor;
495000000;81;50;2;1;Bogor;
4500000000;663;250;4;3;Bogor;
4700000000;181;179;4;4;Bogor;
5750000000;710;612;5;4;Bogor;
300000000;60;36;2;1;Bogor;
630000000;84;70;2;1;Bogor;
1680000000;200;90;3;2;Bogor;
630000000;84;70;2;1;Bogor;
599000000;72;60;2;1;Bogor;
890000000;60;55;2;2;Bogor;
810000000;90;45;2;1;Bogor;
630000000;84;70;2;1;Bogor;
599000000;72;60;2;1;Bogor;
600000000;72;60;2;1;Bogor;
1200000000;98;78;2;3;Bogor;
499000000;60;30;2;1;Bogor;
810000000;90;45;2;1;Bogor;
810000000;90;45;2;1;Bogor;
630000000;84;70;2;1;Bogor;
599000000;72;60;2;1;Bogor;
810000000;90;45;2;1;Bogor;
630000000;84;70;2;1;Bogor;
599000000;72;60;2;1;Bogor;
351000000;60;32;2;1;Bogor;
325000000;90;38;2;1;Bogor;
245000000;36;72;2;1;Bogor;
1350000000;94;96;3;2;Bogor;
250000000;72;22;1;1;Bogor;
375000000;112;68;3;2;Bogor;
975000000;200;100;3;2;Bogor;
325000000;72;60;2;1;Bogor;
1450000000;105;100;3;2;Bogor;
1450000000;105;100;3;2;Bogor;
500000000;60;51;3;2;Bogor;
1500000000;120;79;2;1;Bogor;
359000000;90;75;3;2;Bogor;
350000000;60;38;2;1;Bogor;
168000000;60;29;2;1;Bogor;
195000000;72;21;2;1;Bogor;
280000000;90;36;2;1;Bogor;
530000000;60;30;2;1;Bogor;
493000000;60;23;1;1;Bogor;
130000000;150;45;2;1;Bogor;
475000000;105;36;2;1;Bogor;
500000000;72;50;2;1;Bogor;
525000000;72;50;2;1;Bogor;
1350000000;94;96;3;2;Bogor;
660000000;84;45;2;1;Bogor;
700000000;84;45;2;2;Bogor;
333000000;62;36;2;1;Bogor;
525000000;72;50;2;1;Bogor;
1440000000;126;180;4;3;Bogor;
780000000;116;85;3;2;Bogor;
600000000;66;56;3;2;Bogor;
600000000;66;56;3;2;Bogor;
1440000000;126;180;4;3;Bogor;
780000000;116;85;3;2;Bogor;
780000000;116;85;3;2;Bogor;
780000000;116;85;3;2;Bogor;
555000000;96;80;2;2;Bogor;
1350000000;94;96;3;2;Bogor;
530000000;70;36;2;1;Bogor;
930000000;84;39;2;1;Bogor;
900000000;81;45;2;1;Bogor;
1080000000;104;60;2;2;Bogor;
500000000;68;36;2;1;Bogor;
1080000000;60;65;2;2;Bogor;
930000000;84;39;2;1;Bogor;
1080000000;104;60;2;2;Bogor;
960000000;81;51;3;2;Bogor;
1400000000;120;98;4;4;Bogor;
500000000;68;36;2;1;Bogor;
900000000;81;45;2;1;Bogor;
1150000000;94;70;3;2;Bogor;
1400000000;120;98;4;4;Bogor;
1080000000;60;65;2;2;Bogor;
930000000;84;39;2;1;Bogor;
900000000;81;45;2;1;Bogor;
1150000000;94;70;3;2;Bogor;
530000000;70;36;2;1;Bogor;
599000000;90;36;2;2;Bogor;
1400000000;120;98;4;4;Bogor;
500000000;68;36;2;1;Bogor;
1080000000;60;65;2;2;Bogor;
930000000;39;84;2;1;Bogor;
900000000;81;45;2;1;Bogor;
530000000;70;36;2;1;Bogor;
530000000;70;36;2;1;Bogor;
530000000;70;36;2;1;Bogor;
500000000;68;36;2;1;Bogor;
1080000000;60;65;2;2;Bogor;
930000000;84;39;2;1;Bogor;
900000000;81;45;2;1;Bogor;
960000000;81;51;3;2;Bogor;
1400000000;120;98;4;4;Bogor;
530000000;70;36;2;1;Bogor;
1080000000;104;60;2;2;Bogor;
1150000000;94;70;3;2;Bogor;
800000000;72;39;2;1;Bogor;
637000000;65;60;3;2;Bogor;
755000000;78;60;3;2;Bogor;
685000000;64;60;3;2;Bogor;
438000000;60;35;2;1;Bogor;
438000000;63;36;2;1;Bogor;
1090000000;65;87;3;2;Bogor;
570000000;90;80;3;2;Bogor;
600000000;112;100;;;Bogor;
435000000;60;36;2;1;Bogor;
960000000;60;94;2;2;Bogor;
466000000;60;40;2;1;Bogor;
400000000;60;40;2;1;Bogor;
400000000;60;40;2;1;Bogor;
400000000;60;40;2;1;Bogor;
500000000;83;45;2;1;Bogor;
1620000000;104;180;5;2;Bogor;
375000000;60;45;2;1;Bogor;
1620000000;104;180;5;2;Bogor;
810000000;105;45;2;1;Bogor;
1140000000;84;76;3;2;Bogor;
1080000000;84;84;3;2;Bogor;
195000000;40;36;2;1;Bogor;
500000000;75;38;2;1;Bogor;
100000000;55;36;2;1;Bogor;
200000000;45;36;;1;Bogor;
275000000;60;40;2;1;Bogor;
400000000;84;45;2;1;Bogor;
400000000;84;45;2;1;Bogor;
456000000;72;39;2;1;Bogor;
473000000;72;36;2;1;Bogor;
275000000;60;40;2;1;Bogor;
275000000;60;40;2;1;Bogor;
160000000;42;42;2;1;Bogor;
399000000;60;40;2;1;Bogor;
225000000;60;36;2;1;Bogor;
790000000;150;147;4;4;Bogor;
150000000;55;36;2;1;Bogor;
135000000;38;38;;1;Bogor;
437000000;113;36;2;1;Bogor;
250000000;60;55;2;1;Bogor;
125000000;30;30;2;1;Bogor;
135000000;38;38;2;1;Bogor;
100000000;55;36;2;1;Bogor;
150000000;40;40;2;1;Bogor;
100000000;55;36;2;1;Bogor;
172000000;45;45;2;1;Bogor;
2400000000;153;200;4;3;Bogor;
650000000;66;33;2;1;Bogor;
1700000000;84;96;2;2;Bogor;
650000000;66;33;2;1;Bogor;
800000000;101;45;3;2;Bogor;
840000000;84;48;2;1;Bogor;
945000000;105;60;2;1;Bogor;
1020000000;86;50;2;1;Bogor;
1080000000;84;84;3;2;Bogor;
699000000;88;40;2;1;Bogor;
810000000;105;45;2;1;Bogor;
1380000000;105;150;3;2;Bogor;
699000000;88;40;2;1;Bogor;
1500000000;164;104;3;3;Bogor;
1080000000;84;84;3;2;Bogor;
810000000;105;45;2;1;Bogor;
1080000000;84;84;3;2;Bogor;
780000000;98;68;3;1;Bogor;
800000000;96;71;2;1;Bogor;
840000000;90;180;3;4;Bogor;
699000000;88;40;2;1;Bogor;
650000000;88;53;2;1;Bogor;
1140000000;84;76;3;2;Bogor;
1140000000;84;76;3;2;Bogor;
1380000000;105;150;3;2;Bogor;
1080000000;84;84;3;2;Bogor;
1140000000;84;76;3;2;Bogor;
1140000000;84;76;3;2;Bogor;
1380000000;105;150;3;2;Bogor;
1620000000;104;180;5;2;Bogor;
810000000;105;45;2;1;Bogor;
695000000;82;45;2;1;Bogor;
450000000;72;72;2;1;Bogor;
850000000;131;177;3;1;Bogor;
655000000;78;36;2;1;Bogor;
545000000;68;36;2;1;Bogor;
2000000000;144;300;4;4;Bogor;
649000000;68;36;2;1;Bogor;
2900000000;530;270;3;4;Bogor;
688000000;74;36;2;1;Bogor;
1350000000;94;96;3;2;Bogor;
400000000;80;48;2;1;Bogor;
200000000;72;36;2;1;Bogor;
575000000;88;55;3;2;Bogor;
1500000000;200;400;4;3;Bogor;
644000000;76;36;2;1;Bogor;
500000000;60;54;3;2;Bogor;
600000000;70;54;3;2;Bogor;
400000000;61;40;2;1;Bogor;
400000000;61;40;2;1;Bogor;
560000000;64;40;2;1;Bogor;
600000000;70;54;3;2;Bogor;
655000000;78;36;2;1;Bogor;
500000000;60;54;3;2;Bogor;
600000000;70;54;3;2;Bogor;
999000000;72;90;3;2;Bogor;
750000000;105;90;3;2;Bogor;
185000000;50;36;2;1;Bogor;
500000000;60;54;3;2;Bogor;
590000000;72;45;2;1;Bogor;
599000000;72;45;2;1;Bogor;
514000000;72;42;2;1;Bogor;
624000000;84;48;2;1;Bogor;
624000000;84;48;2;1;Bogor;
494000000;69;41;2;1;Bogor;
594000000;72;45;2;1;Bogor;
499000000;63;41;2;1;Bogor;
499000000;63;41;2;1;Bogor;
599000000;72;45;2;1;Bogor;
599000000;72;45;2;1;Bogor;
1100000000;84;84;3;2;Bogor;
600000000;77;36;2;1;Bogor;
470000000;147;40;2;1;Bogor;
470000000;147;40;2;1;Bogor;
780000000;105;55;2;1;Bogor;
752000000;82;80;;;Bogor;
700000000;90;80;3;3;Bogor;
650000000;66;33;2;1;Bogor;
1350000000;135;90;4;3;Bogor;
1350000000;94;96;3;2;Bogor;
4000000000;377;277;3;2;Bogor;
5000000000;746;369;4;4;Bogor;
7500000000;1720;700;4;3;Bogor;
770000000;77;60;3;2;Bogor;
5200000000;983;1200;5;4;Bogor;
1500000000;144;150;3;3;Bogor;
2400000000;153;200;4;3;Bogor;
650000000;66;33;2;1;Bogor;
650000000;66;33;2;1;Bogor;
650000000;66;33;2;1;Bogor;
1440000000;90;110;3;2;Bogor;
1890000000;112;110;2;3;Bogor;
2380000000;144;136;2;3;Bogor;
1980000000;120;155;6;3;Bogor;
7000000000;940;450;7;5;Bogor;
2040000000;180;120;4;3;Bogor;
1980000000;120;155;6;3;Bogor;
1440000000;198;150;4;2;Bogor;
1980000000;120;155;6;3;Bogor;
1440000000;198;150;4;2;Bogor;
1440000000;198;150;4;2;Bogor;
1980000000;120;155;6;3;Bogor;
1440000000;198;150;4;2;Bogor;
2000000000;198;230;5;2;Bogor;
587000000;60;60;3;1;Bogor;
500000000;78;50;2;1;Bogor;
1350000000;94;96;3;2;Bogor;
630000000;36;90;2;1;Bogor;
5000000000;808;350;4;2;Bogor;
633000000;72;36;2;1;Bogor;
4320000000;216;307;4;4;Bogor;
3550000000;180;249;4;3;Bogor;
569000000;82;70;4;2;Bogor;
467000000;60;49;2;2;Bogor;
570000000;82;70;4;2;Bogor;
2400000000;153;200;4;3;Bogor;
2400000000;153;200;4;3;Bogor;
2400000000;153;200;4;3;Bogor;
2400000000;153;200;4;3;Bogor;
2500000000;270;250;5;4;Bogor;
2040000000;180;120;4;3;Bogor;
2040000000;128;200;3;3;Bogor;
2040000000;128;200;3;3;Bogor;
2040000000;128;200;3;3;Bogor;
2040000000;128;200;3;3;Bogor;
1100000000;84;155;3;2;Bogor;
1440000000;126;180;4;3;Bogor;
1440000000;126;180;4;3;Bogor;
1440000000;198;150;4;2;Bogor;
780000000;116;85;3;2;Bogor;
1980000000;120;155;6;3;Bogor;
1440000000;126;180;4;3;Bogor;
1000000000;309;300;7;6;Bogor;
1350000000;94;96;3;2;Bogor;
530000000;64;54;3;2;Bogor;
784000000;90;80;3;3;Bogor;
4500000000;366;450;4;4;Bogor;
12500000000;502;430;4;3;Bogor;
3600000000;625;350;4;4;Bogor;
890000000;60;55;2;2;Bogor;
810000000;90;45;2;1;Bogor;
630000000;84;70;2;1;Bogor;
2550000000;165;160;3;3;Bogor;
468000000;109;90;3;2;Bogor;
1350000000;94;96;3;2;Bogor;
570000000;69;72;2;1;Bogor;
3800000000;230;300;4;2;Bogor;
3800000000;230;300;4;2;Bogor;
3000000000;215;200;3;2;Bogor;
2000000000;120;160;3;3;Bogor;
2400000000;200;150;2;2;Bogor;
388000000;120;50;2;1;Bogor;
4600000000;180;237;4;3;Bogor;
546000000;60;30;2;1;Bogor;
1000000000;168;155;5;2;Bogor;
1680000000;186;110;3;2;Bogor;
2550000000;165;160;3;3;Bogor;
2550000000;165;160;3;3;Bogor;
1680000000;200;90;3;2;Bogor;
1680000000;186;110;3;2;Bogor;
2550000000;165;160;3;3;Bogor;
1680000000;186;110;3;2;Bogor;
2550000000;165;160;3;3;Bogor;
1680000000;200;90;3;2;Bogor;
1680000000;186;110;3;2;Bogor;
1680000000;186;110;3;2;Bogor;
1680000000;200;90;3;2;Bogor;
1350000000;94;96;3;2;Bogor;
1400000000;120;100;4;3;Bogor;
13000000000;1000;276;4;4;Bogor;
2040000000;180;120;4;3;Bogor;
275000000;60;36;2;1;Bogor;
275000000;60;36;2;1;Bogor;
1680000000;200;90;3;2;Bogor;
5000000000;330;525;4;4;Bogor;
1500000000;128;99;3;2;Bogor;
1450000000;120;90;3;2;Bogor;
2650000000;200;240;3;2;Bogor;
1350000000;94;96;3;2;Bogor;
3500000000;300;350;4;3;Bogor;
1250000000;105;110;3;2;Bogor;
1600000000;144;170;4;3;Bogor;
1450000000;105;140;3;2;Bogor;
10000000000;577;600;5;4;Bogor;
3800000000;220;300;5;3;Bogor;
3800000000;220;300;5;3;Bogor;
3500000000;375;400;4;3;Bogor;
1450000000;105;140;3;2;Bogor;
1030000000;105;70;2;1;Bogor;
1200000000;105;120;3;2;Bogor;
2950000000;200;200;4;4;Bogor;
2650000000;160;232;4;3;Bogor;
1700000000;144;220;4;2;Bogor;
1700000000;144;220;4;2;Bogor;
1200000000;105;120;3;3;Bogor;
700000000;90;45;2;1;Bogor;
699000000;90;45;2;1;Bogor;
4100000000;180;237;4;4;Bogor;
7600000000;300;381;4;4;Bogor;
8;3,00E+15;315;381;4;4;Bogor
6300000000;240;333;4;4;Bogor;
1150000000;105;45;2;1;Bogor;
4600000000;180;237;4;3;Bogor;
900000000;81;81;3;1;Bogor;
1350000000;94;96;3;2;Bogor;
900000000;70;90;3;2;Bogor;
1440000000;126;180;4;3;Bogor;
1440000000;126;180;4;3;Bogor;
755000000;78;60;3;2;Bogor;
785000000;85;60;3;2;Bogor;
685000000;64;60;3;2;Bogor;
830000000;112;75;3;2;Bogor;
830000000;112;75;3;2;Bogor;
725000000;84;36;2;1;Bogor;
1620000000;104;180;5;2;Bogor;
400000000;72;36;2;1;Bogor;
280000000;50;40;2;1;Bogor;
495000000;96;50;2;1;Bogor;
780000000;105;55;2;1;Bogor;
780000000;105;55;2;1;Bogor;
2600000000;350;370;4;4;Bogor;
1650000000;154;100;3;1;Bogor;
1350000000;94;96;3;2;Bogor;
975000000;148;140;3;2;Bogor;
975000000;148;140;3;2;Bogor;
992000000;75;84;2;2;Bogor;
2040000000;180;120;4;3;Bogor;
2040000000;180;120;4;3;Bogor;
1000000000;210;67;2;2;Bogor;
2650000000;347;303;3;3;Bogor;
3900000000;508;278;4;4;Bogor;
2040000000;128;200;3;3;Bogor;
798000000;60;61;2;2;Bogor;
590000000;60;40;2;2;Bogor;
749000000;72;48;3;1;Bogor;
674000000;72;39;2;1;Bogor;
516000000;60;27;2;1;Bogor;
516000000;60;27;2;1;Bogor;
655000000;64;60;3;2;Bogor;
782000000;60;61;2;2;Bogor;
460000000;27;60;2;1;Bogor;
800000000;60;61;2;2;Bogor;
475000000;72;36;2;1;Bogor;
450000000;72;36;2;1;Bogor;
400000000;120;90;2;2;Bogor;
470000000;147;40;2;1;Bogor;
470000000;147;40;2;1;Bogor;
168000000;66;24;1;1;Bogor;
400000000;60;40;2;1;Bogor;
400000000;60;40;2;1;Bogor;
500000000;60;48;2;2;Bogor;
1350000000;94;96;3;2;Bogor;
619000000;90;36;2;1;Bogor;
551000000;70;36;2;1;Bogor;
551000000;70;36;2;1;Bogor;
551000000;70;36;2;1;Bogor;
875000000;105;56;2;;Bogor;
908000000;125;48;2;1;Bogor;
651000000;84;45;2;1;Bogor;
651000000;84;45;2;1;Bogor;
651000000;84;45;2;1;Bogor;
651000000;84;45;2;1;Bogor;
651000000;84;45;2;1;Bogor;
1070000000;84;95;3;3;Bogor;
535000000;70;36;2;1;Bogor;
535000000;70;36;2;1;Bogor;
535000000;70;36;2;1;Bogor;
551000000;70;36;2;1;Bogor;
551000000;70;36;2;1;Bogor;
551000000;70;36;2;1;Bogor;
661000000;84;40;2;1;Bogor;
1160000000;84;95;3;3;Bogor;
921000000;125;48;2;1;Bogor;
500000000;72;36;2;1;Bogor;
650000000;90;51;2;1;Bogor;
551000000;70;36;2;1;Bogor;
980000000;125;48;2;1;Bogor;
655000000;64;60;3;2;Bogor;
800000000;60;42;2;1;Bogor;
1200000000;165;74;3;2;Bogor;
700000000;68;62;3;2;Bogor;
1350000000;94;96;3;2;Bogor;
685000000;64;60;3;2;Bogor;
514000000;60;22;2;1;Bogor;
798000000;72;70;3;2;Bogor;
75000000;60;30;2;1;Bogor;
455000000;65;36;2;1;Bogor;
931000000;60;72;2;2;Bogor;
410000000;60;36;2;1;Bogor;
900000000;70;90;3;2;Bogor;
440000000;61;40;2;1;Bogor;
470000000;147;40;2;1;Bogor;
470000000;147;40;2;1;Bogor;
466000000;60;40;2;1;Bogor;
400000000;60;40;2;1;Bogor;
400000000;60;40;2;1;Bogor;
800000000;70;60;3;2;Bogor;
750000000;70;60;3;2;Bogor;
450000000;72;36;2;1;Bogor;
390000000;72;45;2;1;Bogor;
400000000;72;36;2;1;Bogor;
330000000;72;60;2;1;Bogor;
300000000;72;60;2;1;Bogor;
265000000;67;36;2;1;Bogor;
499000000;66;41;3;2;Bogor;
225000000;60;36;2;1;Bogor;
2700000000;180;450;5;5;Bogor;
300000000;72;45;3;1;Bogor;
470000000;147;40;2;1;Bogor;
470000000;147;40;2;1;Bogor;
8500000000;1068;400;3;2;Bogor;
2500000000;238;154;3;3;Bogor;
7400000000;924;220;3;3;Bogor;
5400000000;600;220;3;2;Bogor;
5400000000;600;220;3;3;Bogor;
2000000000;250;200;6;2;Bogor;
395000000;72;36;2;1;Bogor;
2250000000;928;100;4;2;Bogor;
260000000;100;70;4;2;Bogor;
1350000000;94;96;3;2;Bogor;
13900000000;8000;1000;4;5;Bogor;
2700000000;500;350;37;15;Bogor;
4400000000;394;176;3;2;Bogor;
1550000000;170;90;3;2;Bogor;
875000000;105;80;2;1;Bogor;
4800000000;563;171;6;3;Bogor;
1370000000;195;149;3;2;Bogor;
1370000000;195;149;3;3;Bogor;
1500000000;136;168;3;2;Bogor;
2200000000;198;170;4;3;Bogor;
2300000000;240;250;4;3;Bogor;
1350000000;94;96;3;2;Bogor;
2900000000;180;180;4;4;Bogor;
2500000000;240;228;4;4;Bogor;
1330000000;160;88;3;2;Bogor;
7900000000;465;347;5;3;Bogor;
1250000000;214;275;3;2;Bogor;
575000000;90;80;2;1;Bogor;
476000000;86;40;2;1;Bogor;
1350000000;94;96;3;2;Bogor;
540000000;85;45;2;1;Bogor;
360000000;72;36;2;1;Bogor;
451000000;60;32;2;1;Bogor;
443000000;60;36;2;1;Bogor;
439000000;60;36;2;1;Bogor;
425000000;60;36;2;1;Bogor;
415000000;60;36;2;1;Bogor;
409000000;60;36;2;1;Bogor;
300000000;84;42;2;1;Bogor;
470000000;147;40;2;1;Bogor;
470000000;147;40;2;1;Bogor;
599000000;42;84;2;1;Bogor;
200000000;50;36;2;1;Bogor;
3800000000;1337;144;4;3;Bogor;
